employee_id,first_name,last_name,email,title,level_code,level_band,practice_group,sub_team,office_city,country,region,office_type,work_model,hire_date,tenure_years,joined_after_relaunch,manager_id,manager_name,dms_role,cohort_key
VL-1133,Rafael,Sato,rafael.sato@vandelay.example,Attorney,L5,Lawyer - Junior,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Hybrid,2005-07-26,21.1,No,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Junior"
VL-1134,Callum,Diallo,callum.diallo@vandelay.example,Counsel,L4,Lawyer - Mid,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Office,2023-08-22,3,No,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Mid"
VL-1135,Aisha,Ekwueme,aisha.ekwueme@vandelay.example,Senior Counsel,L3,Lawyer - Senior,"Real Estate, Environmental & Safety",,New York,United States,Americas - US,HQ,Remote,2018-05-09,8.3,No,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Lawyer - Senior"
VL-1177,Victor,Petrov,victor.petrov@vandelay.example,Contract Analyst,P2,Paraprofessional,"Real Estate, Environmental & Safety",Contracts,New York,United States,Americas - US,HQ,Hybrid,2019-01-05,7.7,No,VL-1164,Daniel Ellison,Standard,"Real Estate, Environmental & Safety | Paraprofessional"
VL-1178,Rosa,Torvik,rosa.torvik@vandelay.example,Contract Analyst,P2,Paraprofessional,"Real Estate, Environmental & Safety",Contracts,Atlanta,United States,Americas - US,Regional office,Hybrid,2018-12-26,7.7,No,VL-1164,Daniel Ellison,Standard,"Real Estate, Environmental & Safety | Paraprofessional"
VL-1225,Idris,Bergstrom,idris.bergstrom@vandelay.example,Executive Assistant,EA,Executive Assistant,"Real Estate, Environmental & Safety",Executive Support,New York,United States,Americas - US,HQ,Hybrid,2010-05-18,16.3,No,VL-1009,Malik Blackwood,Standard,"Real Estate, Environmental & Safety | Executive Assistant"
VL-1191,Theo,Sinclair,theo.sinclair@vandelay.example,"Director, Legal Operations",O1,Legal Ops - Leadership,Legal Operations,Legal Operations,New York,United States,Americas - US,HQ,Hybrid,2018-08-07,8.1,No,VL-1001,Simon Rasmussen,Standard,Legal Operations | Legal Ops - Leadership
VL-1192,Tobias,Pellegrini,tobias.pellegrini@vandelay.example,Legal Operations Manager,O1,Legal Ops - Leadership,Legal Operations,Legal Operations,New York,United States,Americas - US,HQ,Hybrid,2009-02-25,17.5,No,VL-1191,Theo Sinclair,Standard,Legal Operations | Legal Ops - Leadership
VL-1193,Leila,Alvarado,leila.alvarado@vandelay.example,Legal Operations Manager,O1,Legal Ops - Leadership,Legal Operations,Legal Operations,Los Angeles,United States,Americas - US,Regional office,Remote,2016-11-13,9.8,No,VL-1191,Theo Sinclair,Standard,Legal Operations | Legal Ops - Leadership
VL-1194,Bram,Varga,bram.varga@vandelay.example,Legal Operations Manager,O1,Legal Ops - Leadership,Legal Operations,Legal Operations,Chicago,United States,Americas - US,Regional office,Office,2008-12-20,17.7,No,VL-1191,Theo Sinclair,Standard,Legal Operations | Legal Ops - Leadership
VL-1195,Reuben,Adler,reuben.adler@vandelay.example,Legal Operations Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Operations,New York,United States,Americas - US,HQ,Office,2024-06-01,2.3,Yes,VL-1192,Tobias Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1196,Tariq,Rowe,tariq.rowe@vandelay.example,Legal Operations Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Operations,Chicago,United States,Americas - US,Regional office,Hybrid,2021-11-28,4.8,No,VL-1192,Tobias Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1197,Ignacio,Nwosu,ignacio.nwosu@vandelay.example,Legal Operations Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Operations,"Washington, DC",United States,Americas - US,Regional office,Hybrid,2022-08-23,4,No,VL-1192,Tobias Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1198,Ezra,Hartmann,ezra.hartmann@vandelay.example,Legal Operations Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Operations,New York,United States,Americas - US,HQ,Hybrid,2005-04-17,21.4,No,VL-1192,Tobias Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1199,Noa,Moreau,noa.moreau@vandelay.example,Legal Operations Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Operations,Chicago,United States,Americas - US,Regional office,Remote,2026-07-05,0.2,Yes,VL-1192,Tobias Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1200,Wren,Petrov,wren.petrov@vandelay.example,Legal Operations Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Operations,New York,United States,Americas - US,HQ,Office,2021-09-17,5,No,VL-1192,Tobias Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1201,Sofia,Pellegrini,sofia.pellegrini@vandelay.example,Legal Technology Manager,O1,Legal Ops - Leadership,Legal Operations,Legal Technology,New York,United States,Americas - US,HQ,Hybrid,2008-10-15,17.9,No,VL-1191,Theo Sinclair,Admin,Legal Operations | Legal Ops - Leadership
VL-1202,Lorenzo,Fontaine,lorenzo.fontaine@vandelay.example,DMS Administrator,O2,Legal Ops - Staff,Legal Operations,Legal Technology,New York,United States,Americas - US,HQ,Remote,2020-05-13,6.3,No,VL-1201,Sofia Pellegrini,Admin,Legal Operations | Legal Ops - Staff
VL-1203,Gabriel,Diallo,gabriel.diallo@vandelay.example,DMS Administrator,O2,Legal Ops - Staff,Legal Operations,Legal Technology,New York,United States,Americas - US,HQ,Hybrid,2014-12-28,11.7,No,VL-1201,Sofia Pellegrini,Admin,Legal Operations | Legal Ops - Staff
VL-1204,Tariq,Karlsson,tariq.karlsson@vandelay.example,Legal Technology Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Technology,"Washington, DC",United States,Americas - US,Regional office,Hybrid,2023-02-16,3.6,No,VL-1201,Sofia Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1205,Julian,Espinoza,julian.espinoza@vandelay.example,Legal Technology Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Technology,New York,United States,Americas - US,HQ,Hybrid,2020-04-12,6.4,No,VL-1201,Sofia Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1206,Devin,Blackwood,devin.blackwood@vandelay.example,Legal Technology Analyst,O2,Legal Ops - Staff,Legal Operations,Legal Technology,New York,United States,Americas - US,HQ,Hybrid,2026-07-13,0.2,Yes,VL-1201,Sofia Pellegrini,Standard,Legal Operations | Legal Ops - Staff
VL-1207,Marcus,Larsson,marcus.larsson@vandelay.example,"Manager, Records & Information Governance",O1,Legal Ops - Leadership,Legal Operations,Records & Information Governance,New York,United States,Americas - US,HQ,Remote,2019-07-28,7.1,No,VL-1191,Theo Sinclair,Admin,Legal Operations | Legal Ops - Leadership
VL-1208,Felix,Sandoval,felix.sandoval@vandelay.example,Records Specialist,O2,Legal Ops - Staff,Legal Operations,Records & Information Governance,Chicago,United States,Americas - US,Regional office,Hybrid,2025-11-10,0.8,Yes,VL-1207,Marcus Larsson,Standard,Legal Operations | Legal Ops - Staff
VL-1209,Emmett,Bhatt,emmett.bhatt@vandelay.example,Records Specialist,O2,Legal Ops - Staff,Legal Operations,Records & Information Governance,Los Angeles,United States,Americas - US,Regional office,Hybrid,2024-01-15,2.7,No,VL-1207,Marcus Larsson,Standard,Legal Operations | Legal Ops - Staff
VL-1210,Leo,Salazar,leo.salazar@vandelay.example,Records Specialist,O2,Legal Ops - Staff,Legal Operations,Records & Information Governance,New York,United States,Americas - US,HQ,Office,2024-03-18,2.5,No,VL-1207,Marcus Larsson,Standard,Legal Operations | Legal Ops - Staff
VL-1211,Keira,Bassett,keira.bassett@vandelay.example,Records Specialist,O2,Legal Ops - Staff,Legal Operations,Records & Information Governance,Houston,United States,Americas - US,Regional office,Remote,2020-11-25,5.8,No,VL-1207,Marcus Larsson,Standard,Legal Operations | Legal Ops - Staff
VL-1212,Freya,Halvorsen,freya.halvorsen@vandelay.example,e-Billing & Vendor Analyst,O2,Legal Ops - Staff,Legal Operations,Vendor Management & e-Billing,New York,United States,Americas - US,HQ,Hybrid,2026-05-28,0.3,Yes,VL-1193,Leila Alvarado,Standard,Legal Operations | Legal Ops - Staff
VL-1213,Ingrid,Sorensen,ingrid.sorensen@vandelay.example,e-Billing & Vendor Analyst,O2,Legal Ops - Staff,Legal Operations,Vendor Management & e-Billing,"Washington, DC",United States,Americas - US,Regional office,Hybrid,2008-10-17,17.9,No,VL-1193,Leila Alvarado,Standard,Legal Operations | Legal Ops - Staff
VL-1214,Adrian,Nwosu,adrian.nwosu@vandelay.example,Knowledge Manager,O2,Legal Ops - Staff,Legal Operations,Knowledge Management,New York,United States,Americas - US,HQ,Hybrid,2025-09-25,1,Yes,VL-1194,Bram Varga,Standard,Legal Operations | Legal Ops - Staff
VL-1215,Kwame,Oyelaran,kwame.oyelaran@vandelay.example,Training & Enablement Lead,O2,Legal Ops - Staff,Legal Operations,Training & Enablement,New York,United States,Americas - US,HQ,Hybrid,2023-11-27,2.8,No,VL-1194,Bram Varga,Standard,Legal Operations | Legal Ops - Staff
VL-1226,Greta,Rowe,greta.rowe@vandelay.example,Executive Assistant,EA,Executive Assistant,Legal Operations,Executive Support,New York,United States,Americas - US,HQ,Hybrid,2022-11-04,3.8,No,VL-1191,Theo Sinclair,Standard,Legal Operations | Executive Assistant
